timestamp,temp_C,DO_mgL,pH,TAN_mgL,NO2N_mgL,NO3N_mgL,alkalinity_mgL,flow_m3_h,feed_kg_h,biomass_kg
2026-03-13T13:00,13.62,9.97,6.97,0.2,0.033,17.4,175,108,2.6,4820
2026-03-13T14:00,13.54,10.16,6.96,0.189,0.0331,17.1,179,108,2.6,4820
2026-03-13T15:00,13.35,10.11,6.97,0.181,0.0338,17.9,167,108,2.6,4820
2026-03-13T16:00,13.37,10.19,6.94,0.216,0.0271,17.5,177,108,2.6,4820
2026-03-13T17:00,13.34,10.21,6.99,0.174,0.0354,16.9,179,108,2.6,4820
2026-03-13T18:00,13.37,10.01,7.02,0.177,0.0273,17.4,183,108,2.6,4820
2026-03-13T19:00,13.24,10.15,7.04,0.192,0.031,18.3,180,108,2.6,4820
2026-03-13T20:00,13.42,10.26,7.06,0.163,0.0343,17.3,177,108,2.6,4820
2026-03-13T21:00,13.39,10.06,7.05,0.177,0.0311,16.5,184,108,2.6,4820
2026-03-13T22:00,13.57,10.03,7.1,0.176,0.0246,17.1,178,108,2.6,4820
2026-03-13T23:00,13.66,10.07,7.1,0.175,0.0298,18.5,181,108,2.6,4820
2026-03-14T00:00,13.78,9.97,7.11,0.165,0.0321,17.0,178,108,2.6,4820
2026-03-14T01:00,13.89,10.22,7.15,0.177,0.0278,16.9,181,108,2.6,4820
2026-03-14T02:00,13.99,9.97,7.13,0.169,0.031,19.0,174,108,2.6,4820
2026-03-14T03:00,14.21,10.0,7.15,0.182,0.0282,17.0,186,108,2.6,4820
2026-03-14T04:00,14.12,10.13,7.14,0.179,0.0298,17.9,179,108,2.6,4820
2026-03-14T05:00,14.31,9.91,7.13,0.203,0.0383,18.0,182,108,2.6,4820
2026-03-14T06:00,14.22,10.02,7.09,0.179,0.033,16.9,177,108,2.6,4820
2026-03-14T07:00,14.17,10.1,7.07,0.177,0.0263,18.5,173,108,2.6,4820
2026-03-14T08:00,14.17,10.2,7.03,0.211,0.0305,17.0,176,108,2.6,4820
2026-03-14T09:00,14.22,10.23,7.01,0.203,0.0294,17.8,181,108,2.6,4820
2026-03-14T10:00,14.14,10.2,6.98,0.181,0.0261,17.5,177,108,2.6,4820
2026-03-14T11:00,13.87,10.01,6.95,0.203,0.037,17.8,183,108,2.6,4820
2026-03-14T12:00,13.77,10.12,6.96,0.173,0.0252,17.5,177,108,2.6,4820
2026-03-14T13:00,13.61,10.07,6.96,0.198,0.0291,17.2,179,108,2.6,4820
2026-03-14T14:00,13.54,10.06,6.94,0.195,0.0317,18.2,171,108,2.6,4820
2026-03-14T15:00,13.42,10.11,6.95,0.18,0.0271,17.9,179,108,2.6,4820
2026-03-14T16:00,13.3,10.19,6.99,0.179,0.0325,17.0,183,108,2.6,4820
2026-03-14T17:00,13.3,10.06,6.97,0.176,0.0299,17.5,178,108,2.6,4820
2026-03-14T18:00,13.27,10.1,6.95,0.163,0.0301,18.1,179,108,2.6,4820
2026-03-14T19:00,13.29,10.08,7.03,0.179,0.0268,16.8,183,108,2.6,4820
2026-03-14T20:00,13.37,10.07,7.07,0.187,0.0285,17.7,181,108,2.6,4820
2026-03-14T21:00,13.46,10.03,7.07,0.206,0.028,17.2,184,108,2.6,4820
2026-03-14T22:00,13.62,10.06,7.11,0.214,0.0307,17.7,177,108,2.6,4820
2026-03-14T23:00,13.59,10.13,7.1,0.19,0.0282,16.7,172,108,2.6,4820
